from_station_code,to_station_code,time_minutes,event_type_code
METRO_V1_SHIBUYA,METRO_V1_MEIJI-JINGUMAE,2,METRO_V1
METRO_V1_NISHI-MAGOME,METRO_V1_MAGOME,2,METRO_V1
METRO_V1_MAGOME,METRO_V1_NISHI-MAGOME,2,METRO_V1
METRO_V1_MAGOME,METRO_V1_NAKANOBU,2,METRO_V1
METRO_V1_NAKANOBU,METRO_V1_MAGOME,2,METRO_V1
METRO_V1_NAKANOBU,METRO_V1_TOGOSHI,2,METRO_V1
METRO_V1_TOGOSHI,METRO_V1_NAKANOBU,2,METRO_V1
METRO_V1_TOGOSHI,METRO_V1_GOTANDA,2,METRO_V1
METRO_V1_GOTANDA,METRO_V1_TOGOSHI,2,METRO_V1
METRO_V1_GOTANDA,METRO_V1_TAKANAWADAI,2,METRO_V1
METRO_V1_TAKANAWADAI,METRO_V1_GOTANDA,1,METRO_V1
METRO_V1_TAKANAWADAI,METRO_V1_SENGAKUJI,2,METRO_V1
METRO_V1_SENGAKUJI,METRO_V1_TAKANAWADAI,3,METRO_V1
METRO_V1_SENGAKUJI,METRO_V1_MITA,2,METRO_V1
METRO_V1_MITA,METRO_V1_SENGAKUJI,2,METRO_V1
METRO_V1_MITA,METRO_V1_DAIMON,2,METRO_V1
METRO_V1_DAIMON,METRO_V1_MITA,2,METRO_V1
METRO_V1_DAIMON,METRO_V1_SHIMBASHI,1,METRO_V1
METRO_V1_SHIMBASHI,METRO_V1_DAIMON,2,METRO_V1
METRO_V1_SHIMBASHI,METRO_V1_HIGASHI-GINZA,2,METRO_V1
METRO_V1_HIGASHI-GINZA,METRO_V1_SHIMBASHI,2,METRO_V1
METRO_V1_HIGASHI-GINZA,METRO_V1_TAKARACHO,2,METRO_V1
METRO_V1_TAKARACHO,METRO_V1_HIGASHI-GINZA,1,METRO_V1
METRO_V1_TAKARACHO,METRO_V1_NIHOMBASHI,2,METRO_V1
METRO_V1_NIHOMBASHI,METRO_V1_TAKARACHO,2,METRO_V1
METRO_V1_NIHOMBASHI,METRO_V1_NINGYOCHO,2,METRO_V1
METRO_V1_NINGYOCHO,METRO_V1_NIHOMBASHI,1,METRO_V1
METRO_V1_NINGYOCHO,METRO_V1_HIGASHI-NIHOMBASHI,2,METRO_V1
METRO_V1_HIGASHI-NIHOMBASHI,METRO_V1_NINGYOCHO,2,METRO_V1
METRO_V1_HIGASHI-NIHOMBASHI,METRO_V1_ASAKUSABASHI,1,METRO_V1
METRO_V1_ASAKUSABASHI,METRO_V1_HIGASHI-NIHOMBASHI,1,METRO_V1
METRO_V1_ASAKUSABASHI,METRO_V1_KURAMAE,1,METRO_V1
METRO_V1_KURAMAE,METRO_V1_ASAKUSABASHI,2,METRO_V1
METRO_V1_KURAMAE,METRO_V1_ASAKUSA,2,METRO_V1
METRO_V1_ASAKUSA,METRO_V1_KURAMAE,2,METRO_V1
METRO_V1_ASAKUSA,METRO_V1_HONJO-AZUMABASHI,2,METRO_V1
METRO_V1_HONJO-AZUMABASHI,METRO_V1_ASAKUSA,2,METRO_V1
METRO_V1_HONJO-AZUMABASHI,METRO_V1_OSHIAGE,2,METRO_V1
METRO_V1_OSHIAGE,METRO_V1_HONJO-AZUMABASHI,1,METRO_V1
METRO_V1_SHIROKANE-TAKANAWA,METRO_V1_MITA,3,METRO_V1
METRO_V1_MITA,METRO_V1_SHIROKANE-TAKANAWA,3,METRO_V1
METRO_V1_MITA,METRO_V1_SHIBAKOEN,1,METRO_V1
METRO_V1_SHIBAKOEN,METRO_V1_MITA,1,METRO_V1
METRO_V1_SHIBAKOEN,METRO_V1_ONARIMON,1,METRO_V1
METRO_V1_ONARIMON,METRO_V1_SHIBAKOEN,2,METRO_V1
METRO_V1_ONARIMON,METRO_V1_UCHISAIWAICHO,1,METRO_V1
METRO_V1_UCHISAIWAICHO,METRO_V1_ONARIMON,1,METRO_V1
METRO_V1_UCHISAIWAICHO,METRO_V1_HIBIYA,1,METRO_V1
METRO_V1_HIBIYA,METRO_V1_UCHISAIWAICHO,1,METRO_V1
METRO_V1_HIBIYA,METRO_V1_OTEMACHI,1,METRO_V1
METRO_V1_OTEMACHI,METRO_V1_HIBIYA,1,METRO_V1
METRO_V1_JIMBOCHO,METRO_V1_SUIDOBASHI,1,METRO_V1
METRO_V1_SUIDOBASHI,METRO_V1_JIMBOCHO,2,METRO_V1
METRO_V1_SUIDOBASHI,METRO_V1_KASUGA,1,METRO_V1
METRO_V1_KASUGA,METRO_V1_SUIDOBASHI,1,METRO_V1
METRO_V1_KASUGA,METRO_V1_HAKUSAN,2,METRO_V1
METRO_V1_HAKUSAN,METRO_V1_KASUGA,2,METRO_V1
METRO_V1_HAKUSAN,METRO_V1_SENGOKU,2,METRO_V1
METRO_V1_SENGOKU,METRO_V1_HAKUSAN,1,METRO_V1
METRO_V1_SENGOKU,METRO_V1_SUGAMO,2,METRO_V1
METRO_V1_SUGAMO,METRO_V1_SENGOKU,2,METRO_V1
METRO_V1_SUGAMO,METRO_V1_NISHI-SUGAMO,2,METRO_V1
METRO_V1_NISHI-SUGAMO,METRO_V1_SUGAMO,2,METRO_V1
METRO_V1_NISHI-SUGAMO,METRO_V1_SHIN-ITABASHI,2,METRO_V1
METRO_V1_SHIN-ITABASHI,METRO_V1_NISHI-SUGAMO,2,METRO_V1
METRO_V1_SHIN-ITABASHI,METRO_V1_ITABASHI-KUYAKUSHOMAE,2,METRO_V1
METRO_V1_ITABASHI-KUYAKUSHOMAE,METRO_V1_SHIN-ITABASHI,2,METRO_V1
METRO_V1_ITABASHI-KUYAKUSHOMAE,METRO_V1_ITABASHIHONCHO,2,METRO_V1
METRO_V1_ITABASHIHONCHO,METRO_V1_ITABASHI-KUYAKUSHOMAE,2,METRO_V1
METRO_V1_ITABASHIHONCHO,METRO_V1_MOTOHASUNUMA,1,METRO_V1
METRO_V1_MOTOHASUNUMA,METRO_V1_ITABASHIHONCHO,1,METRO_V1
METRO_V1_MOTOHASUNUMA,METRO_V1_SHIMURA-SAKAUE,1,METRO_V1
METRO_V1_SHIMURA-SAKAUE,METRO_V1_MOTOHASUNUMA,2,METRO_V1
METRO_V1_SHIMURA-SAKAUE,METRO_V1_SHIMURA-SANCHOME,2,METRO_V1
METRO_V1_SHIMURA-SANCHOME,METRO_V1_SHIMURA-SAKAUE,2,METRO_V1
METRO_V1_SHIMURA-SANCHOME,METRO_V1_HASUNE,2,METRO_V1
METRO_V1_HASUNE,METRO_V1_SHIMURA-SANCHOME,2,METRO_V1
METRO_V1_HASUNE,METRO_V1_NISHIDAI,2,METRO_V1
METRO_V1_NISHIDAI,METRO_V1_HASUNE,2,METRO_V1
METRO_V1_NISHIDAI,METRO_V1_TAKASHIMADAIRA,2,METRO_V1
METRO_V1_TAKASHIMADAIRA,METRO_V1_NISHIDAI,2,METRO_V1
METRO_V1_TAKASHIMADAIRA,METRO_V1_SHIN-TAKASHIMADAIRA,1,METRO_V1
METRO_V1_SHIN-TAKASHIMADAIRA,METRO_V1_TAKASHIMADAIRA,1,METRO_V1
METRO_V1_SHIN-TAKASHIMADAIRA,METRO_V1_NISHI-TAKASHIMADAIRA,2,METRO_V1
METRO_V1_NISHI-TAKASHIMADAIRA,METRO_V1_SHIN-TAKASHIMADAIRA,2,METRO_V1
METRO_V1_SHINJUKU-SANCHOME,METRO_V1_AKEBONOBASHI,2,METRO_V1
METRO_V1_AKEBONOBASHI,METRO_V1_SHINJUKU-SANCHOME,2,METRO_V1
METRO_V1_AKEBONOBASHI,METRO_V1_ICHIGAYA,2,METRO_V1
METRO_V1_ICHIGAYA,METRO_V1_AKEBONOBASHI,2,METRO_V1
METRO_V1_ICHIGAYA,METRO_V1_KUDANSHITA,2,METRO_V1
METRO_V1_KUDANSHITA,METRO_V1_ICHIGAYA,2,METRO_V1
METRO_V1_JIMBOCHO,METRO_V1_OGAWAMACHI,2,METRO_V1
METRO_V1_OGAWAMACHI,METRO_V1_JIMBOCHO,2,METRO_V1
METRO_V1_OGAWAMACHI,METRO_V1_IWAMOTOCHO,1,METRO_V1
METRO_V1_IWAMOTOCHO,METRO_V1_OGAWAMACHI,1,METRO_V1
METRO_V1_IWAMOTOCHO,METRO_V1_BAKURO-YOKOYAMA,2,METRO_V1
METRO_V1_BAKURO-YOKOYAMA,METRO_V1_IWAMOTOCHO,2,METRO_V1
METRO_V1_BAKURO-YOKOYAMA,METRO_V1_HAMACHO,1,METRO_V1
METRO_V1_HAMACHO,METRO_V1_BAKURO-YOKOYAMA,1,METRO_V1
METRO_V1_HAMACHO,METRO_V1_MORISHITA,1,METRO_V1
METRO_V1_MORISHITA,METRO_V1_HAMACHO,1,METRO_V1
METRO_V1_MORISHITA,METRO_V1_KIKUKAWA,2,METRO_V1
METRO_V1_KIKUKAWA,METRO_V1_MORISHITA,2,METRO_V1
METRO_V1_KIKUKAWA,METRO_V1_SUMIYOSHI,1,METRO_V1
METRO_V1_SUMIYOSHI,METRO_V1_KIKUKAWA,1,METRO_V1
METRO_V1_SUMIYOSHI,METRO_V1_NISHI-OJIMA,1,METRO_V1
METRO_V1_NISHI-OJIMA,METRO_V1_SUMIYOSHI,1,METRO_V1
METRO_V1_NISHI-OJIMA,METRO_V1_OJIMA,1,METRO_V1
METRO_V1_OJIMA,METRO_V1_NISHI-OJIMA,1,METRO_V1
METRO_V1_OJIMA,METRO_V1_HIGASHI-OJIMA,2,METRO_V1
METRO_V1_HIGASHI-OJIMA,METRO_V1_OJIMA,2,METRO_V1
METRO_V1_HIGASHI-OJIMA,METRO_V1_FUNABORI,2,METRO_V1
METRO_V1_FUNABORI,METRO_V1_HIGASHI-OJIMA,2,METRO_V1
METRO_V1_FUNABORI,METRO_V1_ICHINOE,2,METRO_V1
METRO_V1_ICHINOE,METRO_V1_FUNABORI,2,METRO_V1
METRO_V1_ICHINOE,METRO_V1_MIZUE,2,METRO_V1
METRO_V1_MIZUE,METRO_V1_ICHINOE,2,METRO_V1
METRO_V1_MIZUE,METRO_V1_SHINOZAKI,2,METRO_V1
METRO_V1_SHINOZAKI,METRO_V1_MIZUE,2,METRO_V1
METRO_V1_SHINOZAKI,METRO_V1_MOTOYAWATA,4,METRO_V1
METRO_V1_MOTOYAWATA,METRO_V1_SHINOZAKI,3,METRO_V1
METRO_V1_TOCHOMAE,METRO_V1_SHINJUKU-NISHIGUCHI,1,METRO_V1
METRO_V1_SHINJUKU-NISHIGUCHI,METRO_V1_TOCHOMAE,2,METRO_V1
METRO_V1_SHINJUKU-NISHIGUCHI,METRO_V1_HIGASHI-SHINJUKU,2,METRO_V1
METRO_V1_HIGASHI-SHINJUKU,METRO_V1_SHINJUKU-NISHIGUCHI,3,METRO_V1
METRO_V1_HIGASHI-SHINJUKU,METRO_V1_WAKAMATSU-KAWADA,2,METRO_V1
METRO_V1_WAKAMATSU-KAWADA,METRO_V1_HIGASHI-SHINJUKU,2,METRO_V1
METRO_V1_WAKAMATSU-KAWADA,METRO_V1_USHIGOME-YANAGICHO,1,METRO_V1
METRO_V1_USHIGOME-YANAGICHO,METRO_V1_WAKAMATSU-KAWADA,2,METRO_V1
METRO_V1_USHIGOME-YANAGICHO,METRO_V1_USHIGOME-KAGURAZAKA,2,METRO_V1
METRO_V1_USHIGOME-KAGURAZAKA,METRO_V1_USHIGOME-YANAGICHO,2,METRO_V1
METRO_V1_USHIGOME-KAGURAZAKA,METRO_V1_IIDABASHI,2,METRO_V1
METRO_V1_IIDABASHI,METRO_V1_USHIGOME-KAGURAZAKA,2,METRO_V1
METRO_V1_IIDABASHI,METRO_V1_KASUGA,2,METRO_V1
METRO_V1_KASUGA,METRO_V1_IIDABASHI,2,METRO_V1
METRO_V1_KASUGA,METRO_V1_HONGO-SANCHOME,1,METRO_V1
METRO_V1_HONGO-SANCHOME,METRO_V1_KASUGA,1,METRO_V1
METRO_V1_HONGO-SANCHOME,METRO_V1_UENO-OKACHIMACHI,2,METRO_V1
METRO_V1_UENO-OKACHIMACHI,METRO_V1_HONGO-SANCHOME,2,METRO_V1
METRO_V1_UENO-OKACHIMACHI,METRO_V1_SHIN-OKACHIMACHI,2,METRO_V1
METRO_V1_SHIN-OKACHIMACHI,METRO_V1_UENO-OKACHIMACHI,1,METRO_V1
METRO_V1_SHIN-OKACHIMACHI,METRO_V1_KURAMAE,2,METRO_V1
METRO_V1_KURAMAE,METRO_V1_SHIN-OKACHIMACHI,2,METRO_V1
METRO_V1_KURAMAE,METRO_V1_RYOGOKU,2,METRO_V1
METRO_V1_RYOGOKU,METRO_V1_KURAMAE,2,METRO_V1
METRO_V1_RYOGOKU,METRO_V1_MORISHITA,2,METRO_V1
METRO_V1_MORISHITA,METRO_V1_RYOGOKU,2,METRO_V1
METRO_V1_MORISHITA,METRO_V1_KIYOSUMI-SHIRAKAWA,1,METRO_V1
METRO_V1_KIYOSUMI-SHIRAKAWA,METRO_V1_MORISHITA,1,METRO_V1
METRO_V1_KIYOSUMI-SHIRAKAWA,METRO_V1_MONZEN-NAKACHO,2,METRO_V1
METRO_V1_MONZEN-NAKACHO,METRO_V1_KIYOSUMI-SHIRAKAWA,3,METRO_V1
METRO_V1_MONZEN-NAKACHO,METRO_V1_TSUKISHIMA,1,METRO_V1
METRO_V1_TSUKISHIMA,METRO_V1_MONZEN-NAKACHO,2,METRO_V1
METRO_V1_TSUKISHIMA,METRO_V1_KACHIDOKI,2,METRO_V1
METRO_V1_KACHIDOKI,METRO_V1_TSUKISHIMA,2,METRO_V1
METRO_V1_KACHIDOKI,METRO_V1_TSUKIJISHIJO,2,METRO_V1
METRO_V1_TSUKIJISHIJO,METRO_V1_KACHIDOKI,3,METRO_V1
METRO_V1_TSUKIJISHIJO,METRO_V1_SHIODOME,2,METRO_V1
METRO_V1_SHIODOME,METRO_V1_TSUKIJISHIJO,2,METRO_V1
METRO_V1_SHIODOME,METRO_V1_DAIMON,2,METRO_V1
METRO_V1_DAIMON,METRO_V1_SHIODOME,1,METRO_V1
METRO_V1_DAIMON,METRO_V1_AKABANEBASHI,3,METRO_V1
METRO_V1_AKABANEBASHI,METRO_V1_DAIMON,3,METRO_V1
METRO_V1_AKABANEBASHI,METRO_V1_AZABU-JUBAN,1,METRO_V1
METRO_V1_AZABU-JUBAN,METRO_V1_AKABANEBASHI,1,METRO_V1
METRO_V1_AZABU-JUBAN,METRO_V1_ROPPONGI,2,METRO_V1
METRO_V1_ROPPONGI,METRO_V1_AZABU-JUBAN,1,METRO_V1
METRO_V1_ROPPONGI,METRO_V1_AOYAMA-ITCHOME,2,METRO_V1
METRO_V1_AOYAMA-ITCHOME,METRO_V1_ROPPONGI,2,METRO_V1
METRO_V1_AOYAMA-ITCHOME,METRO_V1_KOKURITSU-KYOGIJO,2,METRO_V1
METRO_V1_KOKURITSU-KYOGIJO,METRO_V1_AOYAMA-ITCHOME,2,METRO_V1
METRO_V1_KOKURITSU-KYOGIJO,METRO_V1_YOYOGI,2,METRO_V1
METRO_V1_YOYOGI,METRO_V1_KOKURITSU-KYOGIJO,2,METRO_V1
METRO_V1_YOYOGI,METRO_V1_SHINJUKU,2,METRO_V1
METRO_V1_SHINJUKU,METRO_V1_YOYOGI,1,METRO_V1
METRO_V1_SHINJUKU,METRO_V1_TOCHOMAE,2,METRO_V1
METRO_V1_TOCHOMAE,METRO_V1_SHINJUKU,2,METRO_V1
METRO_V1_TOCHOMAE,METRO_V1_NISHI-SHINJUKU-GOCHOME,2,METRO_V1
METRO_V1_NISHI-SHINJUKU-GOCHOME,METRO_V1_TOCHOMAE,2,METRO_V1
METRO_V1_NISHI-SHINJUKU-GOCHOME,METRO_V1_NAKANO-SAKAUE,2,METRO_V1
METRO_V1_NAKANO-SAKAUE,METRO_V1_NISHI-SHINJUKU-GOCHOME,2,METRO_V1
METRO_V1_NAKANO-SAKAUE,METRO_V1_HIGASHI-NAKANO,2,METRO_V1
METRO_V1_HIGASHI-NAKANO,METRO_V1_NAKANO-SAKAUE,2,METRO_V1
METRO_V1_HIGASHI-NAKANO,METRO_V1_NAKAI,1,METRO_V1
METRO_V1_NAKAI,METRO_V1_HIGASHI-NAKANO,1,METRO_V1
METRO_V1_NAKAI,METRO_V1_OCHIAI-MINAMI-NAGASAKI,2,METRO_V1
METRO_V1_OCHIAI-MINAMI-NAGASAKI,METRO_V1_NAKAI,2,METRO_V1
METRO_V1_OCHIAI-MINAMI-NAGASAKI,METRO_V1_SHIN-EGOTA,2,METRO_V1
METRO_V1_SHIN-EGOTA,METRO_V1_OCHIAI-MINAMI-NAGASAKI,2,METRO_V1
METRO_V1_SHIN-EGOTA,METRO_V1_NERIMA,2,METRO_V1
METRO_V1_NERIMA,METRO_V1_SHIN-EGOTA,2,METRO_V1
METRO_V1_NERIMA,METRO_V1_TOSHIMAEN,2,METRO_V1
METRO_V1_TOSHIMAEN,METRO_V1_NERIMA,2,METRO_V1
METRO_V1_TOSHIMAEN,METRO_V1_NERIMA-KASUGACHO,2,METRO_V1
METRO_V1_NERIMA-KASUGACHO,METRO_V1_TOSHIMAEN,2,METRO_V1
METRO_V1_NERIMA-KASUGACHO,METRO_V1_HIKARIGAOKA,2,METRO_V1
METRO_V1_HIKARIGAOKA,METRO_V1_NERIMA-KASUGACHO,1,METRO_V1
METRO_V1_SHINJUKU,METRO_V1_SHINJUKU-NISHIGUCHI,0,METRO_V1
METRO_V1_SHINJUKU-NISHIGUCHI,METRO_V1_SHINJUKU,0,METRO_V1
METRO_V1_AKASAKA-MITSUKE,METRO_V1_NAGATACHO,0,METRO_V1
METRO_V1_NAGATACHO,METRO_V1_AKASAKA-MITSUKE,0,METRO_V1
METRO_V1_KASUGA,METRO_V1_KORAKUEN,0,METRO_V1
METRO_V1_KORAKUEN,METRO_V1_KASUGA,0,METRO_V1
METRO_V1_KOKKAI-GIJIDOMAE,METRO_V1_TAMEIKE-SANNO,0,METRO_V1
METRO_V1_TAMEIKE-SANNO,METRO_V1_KOKKAI-GIJIDOMAE,0,METRO_V1
METRO_V1_TORANOMON,METRO_V1_TORANOMON-HILLS,0,METRO_V1
METRO_V1_TORANOMON-HILLS,METRO_V1_TORANOMON,0,METRO_V1
METRO_V1_HIBIYA,METRO_V1_YURAKUCHO,0,METRO_V1
METRO_V1_YURAKUCHO,METRO_V1_HIBIYA,0,METRO_V1
METRO_V1_GINZA,METRO_V1_GINZA-ITCHOME,0,METRO_V1
METRO_V1_GINZA-ITCHOME,METRO_V1_GINZA,0,METRO_V1
METRO_V1_SHIN-OCHANOMIZU,METRO_V1_OGAWAMACHI,0,METRO_V1
METRO_V1_OGAWAMACHI,METRO_V1_SHIN-OCHANOMIZU,0,METRO_V1
METRO_V1_OGAWAMACHI,METRO_V1_AWAJICHO,0,METRO_V1
METRO_V1_AWAJICHO,METRO_V1_OGAWAMACHI,0,METRO_V1
METRO_V1_AWAJICHO,METRO_V1_SHIN-OCHANOMIZU,0,METRO_V1
METRO_V1_SHIN-OCHANOMIZU,METRO_V1_AWAJICHO,0,METRO_V1
METRO_V1_UENO-HIROKOJI,METRO_V1_UENO-OKACHIMACHI,0,METRO_V1
METRO_V1_UENO-OKACHIMACHI,METRO_V1_UENO-HIROKOJI,0,METRO_V1
METRO_V1_UENO-OKACHIMACHI,METRO_V1_NAKA-OKACHIMACHI,0,METRO_V1
METRO_V1_NAKA-OKACHIMACHI,METRO_V1_UENO-OKACHIMACHI,0,METRO_V1
METRO_V1_NAKA-OKACHIMACHI,METRO_V1_UENO-HIROKOJI,0,METRO_V1
METRO_V1_UENO-HIROKOJI,METRO_V1_NAKA-OKACHIMACHI,0,METRO_V1
METRO_V1_BAKURO-YOKOYAMA,METRO_V1_HIGASHI-NIHOMBASHI,0,METRO_V1
METRO_V1_HIGASHI-NIHOMBASHI,METRO_V1_BAKURO-YOKOYAMA,0,METRO_V1
