id,station_code,name,kana,latitude,longitude,is_mission_set,created_at,updated_at,event_type_code,english_name
399,METRO_V1_EDOGAWABASHI,江戸川橋,えどがわばし,35.709495,139.733538,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Edogawabashi
400,METRO_V1_EBISU,恵比寿,えびす,35.64669,139.710106,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Ebisu
401,METRO_V1_OJI,王子,おうじ,35.752474,139.738139,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Oji
402,METRO_V1_OJI-KAMIYA,王子神谷,おうじかみや,35.765172,139.735933,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Oji-kamiya
403,METRO_V1_OJIMA,大島,おおじま,35.689905,139.83565,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Ojima
404,METRO_V1_OTEMACHI,大手町,おおてまち,35.684801,139.766086,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Otemachi
405,METRO_V1_OGAWAMACHI,小川町,おがわまち,35.695056,139.766667,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Ogawamachi
406,METRO_V1_OGIKUBO,荻窪,おぎくぼ,35.704632,139.619981,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Ogikubo
407,METRO_V1_OSHIAGE,押上〈スカイツリー前〉,おしあげ〈すかいつりーまえ〉,35.710702,139.812935,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Oshiage〈SKYTREE〉
408,METRO_V1_OCHIAI,落合,おちあい,35.71074,139.686337,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Ochiai
409,METRO_V1_OCHIAI-MINAMI-NAGASAKI,落合南長崎,おちあいみなみながさき,35.723608,139.683303,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Ochiai-minami-nagasaki
410,METRO_V1_OCHANOMIZU,御茶ノ水,おちゃのみず,35.699855,139.763786,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Ochanomizu
411,METRO_V1_ONARIMON,御成門,おなりもん,35.66047505,139.7512023,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Onarimon
412,METRO_V1_OMOTE-SANDO,表参道,おもてさんどう,35.665247,139.712314,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Omote-sando
413,METRO_V1_GAIEMMAE,外苑前,がいえんまえ,35.670527,139.717857,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Gaiemmae
414,METRO_V1_KAGURAZAKA,神楽坂,かぐらざか,35.703904,139.734238,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Kagurazaka
415,METRO_V1_KASAI,葛西,かさい,35.663523,139.872694,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Kasai
416,METRO_V1_KASUGA,春日,かすが,35.70982923,139.7531854,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Kasuga
417,METRO_V1_KASUMIGASEKI,霞ケ関,かすみがせき,35.673838,139.750899,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Kasumigaseki
418,METRO_V1_KACHIDOKI,勝どき,かちどき,35.65895602,139.7771088,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Kachidoki
419,METRO_V1_KANAMECHO,要町,かなめちょう,35.73323,139.698715,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Kanamecho
420,METRO_V1_KAMIYACHO,神谷町,かみやちょう,35.662978,139.745069,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Kamiyacho
421,METRO_V1_KAYABACHO,茅場町,かやばちょう,35.679752,139.780005,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Kayabacho
422,METRO_V1_KANDA,神田,かんだ,35.69169,139.770883,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Kanda
423,METRO_V1_KIKUKAWA,菊川,きくかわ,35.688379,139.806016,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Kikukawa
424,METRO_V1_KITA-AYASE,北綾瀬,きたあやせ,35.7770135,139.8321012,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Kita-ayase
425,METRO_V1_KITA-SANDO,北参道,きたさんどう,35.678156,139.705678,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Kita-sando
426,METRO_V1_KITA-SENJU,北千住,きたせんじゅ,35.749412,139.805108,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Kita-senju
427,METRO_V1_KIBA,木場,きば,35.669457,139.806528,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Kiba
428,METRO_V1_GYOTOKU,行徳,ぎょうとく,35.682558,139.914235,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Gyotoku
429,METRO_V1_KYOBASHI,京橋,きょうばし,35.67685,139.7701,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Kyobashi
430,METRO_V1_KIYOSUMI-SHIRAKAWA,清澄白河,きよすみしらかわ,35.682105,139.798851,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Kiyosumi-shirakawa
431,METRO_V1_GINZA,銀座,ぎんざ,35.671989,139.763965,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Ginza
432,METRO_V1_GINZA-ITCHOME,銀座一丁目,ぎんざいっちょうめ,35.67435,139.767045,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Ginza-itchome
433,METRO_V1_KINSHICHO,錦糸町,きんしちょう,35.696437,139.813949,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Kinshicho
434,METRO_V1_KUDANSHITA,九段下,くだんした,35.69543188,139.7511257,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Kudanshita
435,METRO_V1_KURAMAE,蔵前,くらまえ,35.70546256,139.7925091,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Kuramae
436,METRO_V1_KOJIMACHI,麴町,こうじまち,35.684006,139.737613,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Kojimachi
437,METRO_V1_KORAKUEN,後楽園,こうらくえん,35.707337,139.7512,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Korakuen
438,METRO_V1_KOKURITSU-KYOGIJO,国立競技場,こくりつきょうぎじょう,35.68016223,139.713749,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Kokuritsu-kyogijo
439,METRO_V1_GOKOKUJI,護国寺,ごこくじ,35.719044,139.72754,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Gokokuji
440,METRO_V1_KOTAKE-MUKAIHARA,小竹向原,こたけむかいはら,35.743803,139.678572,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Kotake-mukaihara
441,METRO_V1_GOTANDA,五反田,ごたんだ,35.626446,139.723444,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Gotanda
442,METRO_V1_KOKKAI-GIJIDOMAE,国会議事堂前,こっかいぎじどうまえ,35.67393,139.745219,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Kokkai-gijidomae
443,METRO_V1_KODEMMACHO,小伝馬町,こでんまちょう,35.690737,139.778433,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Kodemmacho
444,METRO_V1_KOMAGOME,駒込,こまごめ,35.736489,139.746875,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Komagome
445,METRO_V1_SAKURADAMON,桜田門,さくらだもん,35.677366,139.751757,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Sakuradamon
446,METRO_V1_SHIODOME,汐留,しおどめ,35.66288729,139.7601405,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Shiodome
447,METRO_V1_SHINOZAKI,篠崎,しのざき,35.706017,139.903698,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Shinozaki
448,METRO_V1_SHIBAKOEN,芝公園,しばこうえん,35.654071,139.749838,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Shibakoen
449,METRO_V1_SHIBUYA,渋谷,しぶや,35.6586161,139.6993714,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Shibuya
450,METRO_V1_SHIMURA-SAKAUE,志村坂上,しむらさかうえ,35.775725,139.69538,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Shimura-sakaue
451,METRO_V1_SHIMURA-SANCHOME,志村三丁目,しむらさんちょうめ,35.777464,139.685962,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Shimura-sanchome
452,METRO_V1_SHIMO,志茂,しも,35.777948,139.732599,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Shimo
453,METRO_V1_SHIROKANEDAI,白金台,しろかねだい,35.637917,139.726133,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Shirokanedai
454,METRO_V1_SHIROKANE-TAKANAWA,白金高輪,しろかねたかなわ,35.642903,139.734104,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Shirokane-takanawa
455,METRO_V1_SHIN-ITABASHI,新板橋,しんいたばし,35.748802,139.719604,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Shin-itabashi
456,METRO_V1_SHIN-EGOTA,新江古田,しんえごた,35.732538,139.670653,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Shin-egota
457,METRO_V1_SHIN-OTSUKA,新大塚,しんおおつか,35.725793,139.729915,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Shin-otsuka
458,METRO_V1_SHIN-OKACHIMACHI,新御徒町,しんおかちまち,35.707055,139.78194,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Shin-okachimachi
459,METRO_V1_SHIN-OCHANOMIZU,新御茶ノ水,しんおちゃのみず,35.698072,139.766014,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Shin-ochanomizu
460,METRO_V1_SHIN-KIBA,新木場,しんきば,35.646157,139.827426,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Shin-kiba
461,METRO_V1_SHIN-KOENJI,新高円寺,しんこうえんじ,35.697985,139.648068,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Shin-koenji
462,METRO_V1_SHINJUKU,新宿,しんじゅく,35.68844644,139.6986016,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Shinjuku
463,METRO_V1_SHINJUKU-GYOEMMAE,新宿御苑前,しんじゅくぎょえんまえ,35.688588,139.71069,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Shinjuku-gyoemmae
464,METRO_V1_SHINJUKU-SANCHOME,新宿三丁目,しんじゅくさんちょうめ,35.690616,139.706271,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Shinjuku-sanchome
465,METRO_V1_SHINJUKU-NISHIGUCHI,新宿西口,しんじゅくにしぐち,35.693315,139.699155,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Shinjuku-nishiguchi
466,METRO_V1_SHIN-TAKASHIMADAIRA,新高島平,しんたかしまだいら,35.790294,139.654267,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Shin-takashimadaira
467,METRO_V1_SHINTOMICHO,新富町,しんとみちょう,35.670462,139.773711,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Shintomicho
468,METRO_V1_SHIN-NAKANO,新中野,しんなかの,35.697491,139.66903,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Shin-nakano
469,METRO_V1_SHIMBASHI,新橋,しんばし,35.665498,139.75964,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Shimbashi
470,METRO_V1_JIMBOCHO,神保町,じんぼうちょう,35.69591611,139.7574395,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Jimbocho
471,METRO_V1_SUITENGUMAE,水天宮前,すいてんぐうまえ,35.682061,139.786035,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Suitengumae
472,METRO_V1_SUIDOBASHI,水道橋,すいどうばし,35.70203,139.753653,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Suidobashi
473,METRO_V1_SUEHIROCHO,末広町,すえひろちょう,35.702972,139.771713,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Suehirocho
474,METRO_V1_SUGAMO,巣鴨,すがも,35.733492,139.739345,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Sugamo
475,METRO_V1_SUMIYOSHI,住吉,すみよし,35.689071,139.815651,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Sumiyoshi
476,METRO_V1_SENGAKUJI,泉岳寺,せんがくじ,35.638692,139.74002,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Sengakuji
477,METRO_V1_SENKAWA,千川,せんかわ,35.738418,139.689157,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Senkawa
478,METRO_V1_SENGOKU,千石,せんごく,35.727957,139.744792,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Sengoku
479,METRO_V1_SENDAGI,千駄木,せんだぎ,35.725549,139.763243,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Sendagi
480,METRO_V1_ZOSHIGAYA,雑司が谷,ぞうしがや,35.72034,139.715003,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Zoshigaya
481,METRO_V1_DAIMON,大門,だいもん,35.65689055,139.7546994,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Daimon
482,METRO_V1_TAKASHIMADAIRA,高島平,たかしまだいら,35.788833,139.661172,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Takashimadaira
483,METRO_V1_TAKADANOBABA,高田馬場,たかだのばば,35.712285,139.703782,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Takadanobaba
484,METRO_V1_TAKANAWADAI,高輪台,たかなわだい,35.631679,139.730305,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Takanawadai
485,METRO_V1_TAKARACHO,宝町,たからちょう,35.675461,139.771767,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Takaracho
486,METRO_V1_TAKEBASHI,竹橋,たけばし,35.690662,139.756817,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Takebashi
487,METRO_V1_TATSUMI,辰巳,たつみ,35.645576,139.81052,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Tatsumi
488,METRO_V1_TAMEIKE-SANNO,溜池山王,ためいけさんのう,35.673621,139.741419,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Tameike-sanno
489,METRO_V1_TAWARAMACHI,田原町,たわらまち,35.709855,139.7908,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Tawaramachi
490,METRO_V1_CHIKATETSU-AKATSUKA,地下鉄赤塚,ちかてつあかつか,35.77053,139.644543,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Chikatetsu-akatsuka
491,METRO_V1_CHIKATETSU-NARIMASU,地下鉄成増,ちかてつなります,35.776557,139.631497,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Chikatetsu-narimasu
492,METRO_V1_TSUKIJI,築地,つきじ,35.668115,139.772603,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Tsukiji
493,METRO_V1_TSUKIJISHIJO,築地市場,つきじしじょう,35.664895,139.766915,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Tsukijishijo
494,METRO_V1_TSUKISHIMA,月島,つきしま,35.66381998,139.78391,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Tsukishima
495,METRO_V1_TOKYO,東京,とうきょう,35.681382,139.766084,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Tokyo
496,METRO_V1_TODAIMAE,東大前,とうだいまえ,35.717633,139.758025,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Todaimae
497,METRO_V1_TOYOCHO,東陽町,とうようちょう,35.669629,139.817596,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Toyocho
498,METRO_V1_TOGOSHI,戸越,とごし,35.614719,139.716398,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Togoshi
499,METRO_V1_TOSHIMAEN,豊島園,としまえん,35.74191421,139.6491466,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Toshimaen
500,METRO_V1_TOCHOMAE,都庁前,とちょうまえ,35.69057568,139.6926611,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Tochomae
501,METRO_V1_TOYOSU,豊洲,とよす,35.654908,139.79621,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Toyosu
502,METRO_V1_TORANOMON,虎ノ門,とらのもん,35.670236,139.749832,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Toranomon
503,METRO_V1_TORANOMON-HILLS,虎ノ門ヒルズ,とらのもんひるず,35.667444,139.747778,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Toranomon-hills
504,METRO_V1_NAKAI,中井,なかい,35.715065,139.687264,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Nakai
505,METRO_V1_NAKA-OKACHIMACHI,仲御徒町,なかおかちまち,35.706555,139.776202,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Naka-okachimachi
506,METRO_V1_NAGATACHO,永田町,ながたちょう,35.678757,139.740258,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Nagatacho
507,METRO_V1_NAKANO,中野,なかの,35.706032,139.665652,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Nakano
508,METRO_V1_NAKANO-SAKAUE,中野坂上,なかのさかうえ,35.69792,139.68291,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Nakano-sakaue
509,METRO_V1_NAKANO-SHIMBASHI,中野新橋,なかのしんばし,35.692123,139.673997,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Nakano-shimbashi
510,METRO_V1_NAKANOBU,中延,なかのぶ,35.605479,139.713679,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Nakanobu
511,METRO_V1_NAKANO-FUJIMICHO,中野富士見町,なかのふじみちょう,35.690514,139.666933,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Nakano-fujimicho
512,METRO_V1_NAKA-MEGURO,中目黒,なかめぐろ,35.644307,139.699157,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Naka-meguro
513,METRO_V1_NISHI-OJIMA,西大島,にしおおじま,35.689349,139.826206,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Nishi-ojima
514,METRO_V1_NISHI-KASAI,西葛西,にしかさい,35.664528,139.85937,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Nishi-kasai
515,METRO_V1_NISHIGAHARA,西ケ原,にしがはら,35.746008,139.742322,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Nishigahara
516,METRO_V1_NISHI-SHINJUKU,西新宿,にししんじゅく,35.694298,139.692778,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Nishi-shinjuku
517,METRO_V1_NISHI-SHINJUKU-GOCHOME,西新宿五丁目,にししんじゅくごちょうめ,35.68988048,139.6845509,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Nishi-shinjuku-gochome
518,METRO_V1_NISHI-SUGAMO,西巣鴨,にしすがも,35.743508,139.728712,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Nishi-sugamo
519,METRO_V1_NISHIDAI,西台,にしだい,35.786926,139.673987,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Nishidai
520,METRO_V1_NISHI-TAKASHIMADAIRA,西高島平,にしたかしまだいら,35.791938,139.64589,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Nishi-takashimadaira
521,METRO_V1_NISHI-NIPPORI,西日暮里,にしにっぽり,35.732135,139.766787,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Nishi-nippori
522,METRO_V1_NISHI-FUNABASHI,西船橋,にしふなばし,35.707452,139.959097,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Nishi-funabashi
523,METRO_V1_NISHI-MAGOME,西馬込,にしまごめ,35.586859,139.705942,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Nishi-magome
524,METRO_V1_NIJUBASHIMAE,二重橋前〈丸の内〉,にじゅうばしまえ〈まるのうち〉,35.680366,139.761615,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Nijubashimae〈Marunouchi〉
525,METRO_V1_NISHI-WASEDA,西早稲田,にしわせだ,35.707941,139.709093,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Nishi-waseda
526,METRO_V1_NIHOMBASHI,日本橋,にほんばし,35.682413,139.773919,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Nihombashi
527,METRO_V1_NINGYOCHO,人形町,にんぎょうちょう,35.686307,139.782285,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Ningyocho
528,METRO_V1_NEZU,根津,ねづ,35.717373,139.765741,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Nezu
529,METRO_V1_NERIMA,練馬,ねりま,35.73782,139.653566,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Nerima
530,METRO_V1_NERIMA-KASUGACHO,練馬春日町,ねりまかすがちょう,35.751135,139.641058,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Nerima-kasugacho
531,METRO_V1_NOGIZAKA,乃木坂,のぎざか,35.666572,139.726215,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Nogizaka
532,METRO_V1_HAKUSAN,白山,はくさん,35.72133,139.752078,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Hakusan
533,METRO_V1_BAKURO-YOKOYAMA,馬喰横山,ばくろよこやま,35.69196024,139.7829432,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Bakuro-yokoyama
534,METRO_V1_HASUNE,蓮根,はすね,35.784174,139.67904,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Hasune
535,METRO_V1_HATCHOBORI,八丁堀,はっちょうぼり,35.674617,139.777705,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Hatchobori
536,METRO_V1_HAMACHO,浜町,はまちょう,35.68841084,139.7879337,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Hamacho
537,METRO_V1_BARAKI-NAKAYAMA,原木中山,ばらきなかやま,35.7032,139.941876,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Baraki-nakayama
538,METRO_V1_HANZOMON,半蔵門,はんぞうもん,35.685703,139.741644,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Hanzomon
539,METRO_V1_HIGASHI-IKEBUKURO,東池袋,ひがしいけぶくろ,35.725362,139.720435,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Higashi-ikebukuro
540,METRO_V1_HIGASHI-OJIMA,東大島,ひがしおおじま,35.690347,139.84596,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Higashi-ojima
541,METRO_V1_HIGASHI-GINZA,東銀座,ひがしぎんざ,35.669464,139.767253,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Higashi-ginza
542,METRO_V1_HIGASHI-KOENJI,東高円寺,ひがしこうえんじ,35.697802,139.657822,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Higashi-koenji
543,METRO_V1_HIGASHI-SHINJUKU,東新宿,ひがししんじゅく,35.69792,139.707549,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Higashi-shinjuku
544,METRO_V1_HIGASHI-NAKANO,東中野,ひがしなかの,35.7061217,139.6837906,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Higashi-nakano
545,METRO_V1_HIGASHI-NIHOMBASHI,東日本橋,ひがしにほんばし,35.692126,139.784821,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Higashi-nihombashi
546,METRO_V1_HIKARIGAOKA,光が丘,ひかりがおか,35.758526,139.628603,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Hikarigaoka
547,METRO_V1_HIKAWADAI,氷川台,ひかわだい,35.749822,139.665023,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Hikawadai
548,METRO_V1_HIBIYA,日比谷,ひびや,35.675114,139.759765,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Hibiya
549,METRO_V1_HIRO-O,広尾,ひろお,35.652279,139.722227,FALSE,2026-03-11 23:42:48.426,2026-03-11 23:42:48.426,METRO_V1,Hiro-o
