team_code,team_name,team_color,event_code,created_at,updated_at
TEAM_A,ムキンアナ,#0059ff,TOKYU_20250517,2025-07-08 16:56:53.826,2025-07-08 16:56:53.826
TEAM_B,ももちゃん先生,#f11b1b,TOKYU_20250517,2025-07-08 16:56:53.826,2025-07-08 16:56:53.826
TEAM_C,ぎゃぅず,#e7a923,TOKYU_20250517,2025-07-08 16:56:53.826,2025-07-08 16:56:53.826
TEAM_D,よっぱ隊,#03a50b,TOKYU_20250517,2025-07-08 16:56:53.826,2025-07-08 16:56:53.826
DUMMY_TEAM,ダミーチーム,#000000,DUMMY_20250725,2025-07-25 00:00:00.000,2025-07-25 00:00:00.000
