team_code,station_code,event_code,created_at,updated_at
TOKYU_V2_TESTPLAY_20251018_TEAM_A,TOKYU_V2_JIYUGAOKA,TOKYU_V2_TESTPLAY_20251018,2025-10-18 01:00:00+09,2025-10-18 01:00:00+09
TOKYU_V2_TESTPLAY_20251018_TEAM_B,TOKYU_V2_JIYUGAOKA,TOKYU_V2_TESTPLAY_20251018,2025-10-18 01:00:00+09,2025-10-18 01:00:00+09
TOKYU_V2_TESTPLAY_20251018_TEAM_C,TOKYU_V2_JIYUGAOKA,TOKYU_V2_TESTPLAY_20251018,2025-10-18 01:00:00+09,2025-10-18 01:00:00+09
TOKYU_V2_TESTPLAY_20251018_TEAM_D,TOKYU_V2_JIYUGAOKA,TOKYU_V2_TESTPLAY_20251018,2025-10-18 01:00:00+09,2025-10-18 01:00:00+09
